lib32-librsvg 2:2.55.1-1
lib32-librtmp0 2.4-4
lib32-libsamplerate 0.2.2-1
lib32-libsm 1.2.3-1
lib32-libsndfile 1.1.0-2
lib32-libsoup 2.74.2-1
lib32-libssh2 1.10.0-1
lib32-libtasn1 4.19.0-1
lib32-libthai 0.1.29-1
lib32-libtheora 1.1.1-13
lib32-libtiff 4.4.0-4
lib32-libtiff4 3.9.7-5
lib32-libtirpc 1.3.3-1
lib32-libudev0-shim 1-5
lib32-libunistring 1.0-1
lib32-libunwind 1.6.2-1
lib32-libusb 1.0.26-1
lib32-libva 2.15.0-6
lib32-libva-mesa-driver 22.2.1-1
lib32-libvdpau 1.5-1
lib32-libvorbis 1.3.7-1
lib32-libvpx 1.12.0-1
lib32-libvpx1.3 1.3.0-3
lib32-libwebp 1.2.4-1
lib32-libwrap 7.6.31-4
lib32-libx11 1.8.1-1
lib32-libxau 1.0.9-2
lib32-libxcb 1.15-1
lib32-libxcomposite 0.4.5-2
lib32-libxcrypt 4.4.28-2
lib32-libxcursor 1.2.1-1
lib32-libxdamage 1.1.5-2
lib32-libxdmcp 1.1.3-1
lib32-libxext 1.3.4-2
lib32-libxfixes 6.0.0-1
lib32-libxft 2.3.4-1
lib32-libxi 1.8-1
lib32-libxinerama 1.1.4-2
lib32-libxkbcommon 1.4.1-1
lib32-libxml2 2.10.2-2
lib32-libxmu 1.1.3-2
lib32-libxrandr 1.5.2-2
lib32-libxrender 0.9.10-3
lib32-libxshmfence 1.3-2
lib32-libxslt 1.1.37-2
lib32-libxss 1.2.3-2
lib32-libxt 1.2.1-1
lib32-libxtst 1.2.3-3
lib32-libxv 1.0.11-3
lib32-libxxf86vm 1.1.4-3
lib32-llvm 14.0.6-2
lib32-llvm-libs 14.0.6-2
lib32-lm_sensors 1:3.6.0.r41.g31d1f125-1
lib32-lz4 1.9.3-1
lib32-lzo 2.10-3
lib32-mesa 22.2.1-1
lib32-mesa-vdpau 22.2.1-1
lib32-mpg123 1.30.2-1
lib32-ncurses 6.3-1
lib32-nettle 3.8-1
lib32-nspr 4.35-1
lib32-nss 3.83-1
lib32-ocl-icd 2.3.1-1
lib32-openal 1.22.2-1
lib32-opencl-mesa 22.2.1-1
lib32-openssl 1:1.1.1.q-1
lib32-openssl-1.0 1.0.2.u-2
lib32-opus 1.3.1-2
lib32-orc 0.4.32-2
lib32-p11-kit 0.24.1-1
lib32-pam 1.5.2-1
lib32-pango 1:1.50.11-1
lib32-pcre 8.45-3
lib32-pcre2 10.40-3
lib32-pipewire 1:0.3.59-2
lib32-pipewire-jack 1:0.3.59-2
lib32-pixman 0.40.0-1
lib32-polkit 121-1
lib32-portaudio 1:19.7.0-1
lib32-readline 8.1.002-1
lib32-rest 0.8.1-4
lib32-sdl12-compat 1.2.56-1
lib32-sdl2 2.24.1-1
lib32-sdl2_image 2.6.1-1
lib32-sdl2_mixer 2.6.1-1
lib32-sdl2_ttf 2.20.0-1
lib32-sdl_image 1.2.12-7
lib32-sdl_mixer 1.2.12-4
lib32-sdl_ttf 2.0.11-6
lib32-smpeg 0.4.5-4
lib32-sqlite 3.39.3-1
lib32-systemd 251.6-1
lib32-tdb 1.4.7-1
lib32-util-linux 2.38.1-1
lib32-v4l-utils 1.22.1-1
lib32-vkd3d 1.4-1
lib32-vulkan-icd-loader 1.3.226-1
lib32-vulkan-mesa-layers 22.2.1-1
lib32-vulkan-radeon 22.2.1-1
lib32-vulkan-validation-layers 1.3.224.1-1
lib32-wayland 1.21.0-1
lib32-xz 5.2.7-1
lib32-zlib 1.2.12-1
lib32-zstd 1.5.2-1
libabw 0.1.3-3
libaccounts-glib 1.26-1
libaccounts-qt 1.16-3
libadwaita 1:1.2.0-1
libaec 1.0.6-1
libaio 0.3.113-1
libakonadi 22.08.2-1
libao 1.2.2-5
libappindicator-gtk3 12.10.0.r296-2
libarchive 3.6.1-2
libass 0.16.0-1
libassuan 2.5.5-1
libasyncns 1:0.8+r3+g68cd5af-1
libatasmart 0.19-5
libatomic_ops 7.6.14-1
libavc1394 0.5.4-4
libavif 0.10.1-2
libavtp 0.2.0-1
libb2 0.98.1-2
libblockdev 2.28-1
libbluray 1.3.3-1
libbpf 1.0.1-1
libbs2b 3.1.0-8
libbsd 0.11.7-1
libburn 1.5.4-1
libbytesize 2.7-1
libcaca 0.99.beta20-1
libcacard 2.7.0-2
libcanberra 1:0.30+r2+gc0620e4-1
libcap 2.66-1
libcap-ng 0.8.3-1
libcbor 0.9.0-1
libcddb 1.3.2-6
libcdio 2.1.0-3
libcdio-paranoia 10.2+2.0.1-2
libcdr 0.1.7-4
libcheese 41.1-2
libchewing 0.5.1-4
libclc 14.0.6-1
libcloudproviders 0.3.1-2
libcmis 0.5.2-12
libcolord 1.4.6-1
libconfig 1.7.3-1
libcroco 0.6.13-2
libcups 1:2.4.2-3
libcurl-compat 7.85.0-2
libcurl-gnutls 7.85.0-2
libdaemon 0.14-5
libdatrie 0.2.13-1
libdbusmenu-glib 16.04.0-5
libdbusmenu-gtk2 16.04.0-5
libdbusmenu-gtk3 16.04.0-5
libdbusmenu-qt5 0.9.3+16.04.20160218-6
libdc1394 2.2.6-2
libdca 0.0.7-1
libde265 1.0.8-2
libdeflate 1.14-1
libdiscid 0.6.2-3
libdispatch 5.5.0-1
libdmtx 0.7.7-1
libdrm 2.4.113-3
libdv 1.0.0-9
libdvbpsi 1:1.3.3-2
libdvdnav 6.1.1-1
libdvdread 6.1.3-1
libe-book 0.1.3-11
libebml 1.4.4-1
libebur128 1.2.6-1
libedit 20210910_3.1-1
libelf 0.187-2
libepoxy 1.5.10-1
libepubgen 0.1.1-3
libetonyek 0.1.10-2
libev 4.33-1
libevdev 1.13.0-1
libevent 2.1.12-2
libexif 0.6.24-1
libexttextcat 3.4.6-1
libfakekey 0.3-2
libfdk-aac 2.0.2-1
libffi 3.4.3-1
libfido2 1.12.0-1
libfilezilla 1:0.39.2-1
libfontenc 1.1.6-1
libfprint 1.94.4-1
libfprint-1 1.0-1
libfreeaptx 0.1.1-1
libfreehand 0.1.2-4
libfreexl 1.0.6-2
libftdi 1.5-4
libgcrypt 1.10.1-1
libgcrypt15 1.5.6-6
libgdiplus 5.6.1-3
libgee 0.20.6-1
libgeotiff 1.7.1-1
libgexiv2 0.14.0-3
libgig 4.3.0-3
libgit2 1:1.5.0-1
libglvnd 1.5.0-1
libgme 0.6.3-1
libgnome-games-support 1.8.2-2
libgnomekbd 1:3.28.1-1
libgovirt 2:0.3.8-1
libgpg-error 1.46-1
libgphoto2 2.5.30-1
libgravatar 22.08.2-1
libgssglue 0.7-1
libgtop 2.40.0+2+g31db82ef-2
libgudev 237-2
libgusb 0.4.1-1
libgweather 40.0+r87+g80e5a652-2
libgweather-4 4.0.0-1
libharu 2.4.2-1
libheif 1.13.0-2
libibus 1.5.27-1
libical 3.0.15-1
libice 1.0.10-4
libicns 0.8.1-9
libid3tag 0.15.1b-11
libidn 1.41-1
libidn11 1.33-2
libidn2 2.3.3-1
libiec61883 1.2.0-6
libieee1284 0.2.11-13
libimagequant 4.0.4-1
libime 1.0.14-2
libimobiledevice 1.3.0-5
libindicator-gtk2 12.10.1-10
libindicator-gtk3 12.10.1-10
libinih 56-1
libinput 1.21.0-1
libinput-gestures 2.73-1
libinput_gestures_qt 0.3.2+7+g0868859-1
libinstpatch 1.1.6-1
libiscsi 1.19.0-2
libisl 0.25-1
libisoburn 1.5.4-2
libisofs 1.5.4-1
libixion 0.17.0-3
libjcat 0.1.11-1
libjpeg-turbo 2.1.4-2
libjpeg6-turbo 1.5.3-2
libjxl 0.7.0-3
libkate 0.4.1-8
libkcddb 22.08.2-1
libkcompactdisc 22.08.2-1
libkdcraw 22.08.2-1
libkdegames 22.08.2-1
libkdepim 22.08.2-1
libkeduvocdocument 22.08.2-1
libkexiv2 22.08.2-1
libkeybinder3 0.3.2-3
libkgapi 22.08.2-1
libkleo 22.08.2-1
libkmahjongg 22.08.2-1
libkolabxml 1.1.6-19
libkomparediff2 22.08.2-1
libksane 22.08.2-1
libksba 1.6.2-1
libkscreen 5.26.0-1
libksieve 22.08.2-1
libksysguard 5.26.0-1
libktorrent 22.08.2-1
liblangtag 0.6.4-1
libldac 2.0.2.3-1
libldap 2.6.3-1
libliftoff 0.3.0-1
liblo 1:0.31-2
liblouis 3.23.0-1
liblqr 0.4.2-3
liblrdf 0.6.1-4
libltc 1.3.2-1
libluv 1.44.2_1-1
libmad 0.15.1b-9
libmalcontent 0.10.5-1
libmanette 0.2.6-3
libmatroska 1.7.1-1
libmaxminddb 1.7.1-1
libmbim 1.26.4-1
libmd 1.0.4-1
libmediainfo 22.09-1
libmfx 22.4.4-1
libmicrodns 0.2.0-1
libmicrohttpd 0.9.75-1
libmikmod 3.3.11.1-6
libmm-glib 1.18.12-1
libmms 0.6.4-3
libmng 2.0.3-3
libmnl 1.0.5-1
libmodplug 0.8.9.0-3
libmp4v2 1:2.1.1-1
libmpc 1.2.1-2
libmpcdec 1:0.1+r475-3
libmpdclient 2.20-2
libmpeg2 0.5.1-7
libmspack 1:0.10.1alpha-3
libmspub 0.1.4-12
libmsym 0.2.3-7
libmtp 1.1.20-1
libmusicbrainz5 5.1.0-5
libmwaw 0.3.21-2
libmypaint 1.6.1-1
libnatpmp 20150609-3
libndp 1.8-1
libnet 1:1.1.6-1
libnetfilter_conntrack 1.0.9-1
libnewt 0.52.21-8
libnfnetlink 1.0.2-1
libnfs 5.0.2-1
libnftnl 1.2.3-1
libnghttp2 1.50.0-1
libnice 0.1.19-1
libnl 3.7.0-1
libnm 1.40.0-1
libnma 1.10.2-1
libnma-common 1.10.2-1
libnotify 0.8.1-1
libnsl 2.0.0-2
libnumbertext 1.0.10-1
libodfgen 0.1.8-1
libofa 0.9.3-9
libogg 1.3.5-1
libomxil-bellagio 0.9.3-3
libopenmpt 0.6.6-2
liborcus 0.17.2-3
libosinfo 1.10.0-1
libotf 0.9.16-3
libotr 4.1.1-3
libp11-kit 0.24.1-1
libpackagekit-glib 1.2.5-2
libpagemaker 0.0.4-3
libpaper 1.1.28-2
libpcap 1.10.1-2
libpciaccess 0.16-4
libpeas 1.34.0-1
libpgm 5.3.128-2
libphonenumber 1:8.12.56-1
libpipeline 1.5.6-1
libplacebo 4.208.0-1
libplist 2.2.0-5
libpng 1.6.38-1
libpng12 1.2.59-2
libproxy 0.4.18-1
libpsl 0.21.1-1
libpulse 16.1-1
libqaccessibilityclient 0.4.1-2
libqalculate 4.3.0-1
libqmi 1.30.8-1
libqrtr-glib 1.2.2-2
libquicktime 1.2.4-27
libquvi 0.9.4-7
libquvi-scripts 0.9.20131130-5
libqxp 0.0.2-8
librabbitmq-c 0.11.0-1
libraqm 0.9.0-1
libraw 0.20.2-2
libraw1394 2.1.2-3
librdkafka 1.9.2-1
libreoffice-fresh 7.4.2-1
libreoffice-fresh-zh-cn 7.4.2-1
libretro-core-info 1.11.1-1
libretro-mesen 2903-2
librevenge 0.0.4-4
librsvg 2:2.55.1-1
librtmp0 2.4-5
librttopo 1.1.0-5
libsamplerate 0.2.2-1
libsasl 2.1.28-1
libsbsms 2.3.0-3
libseccomp 2.5.4-1
libsecret 0.20.5-2
libshout 1:2.4.6-1
libsigc++ 2.10.8-1
libsigc++-3.0 3.2.0-1
libsignon-glib 2.1-5
libsigsegv 2.14-1
libsixel 1.10.3-5
libslirp 4.7.0-1
libsm 1.2.3-3
libsmbios 2.4.3-5
libsndfile 1.1.0-3
libsodium 1.0.18-2
libsoup 2.74.2-2
libsoup3 3.2.0-1
libsoxr 0.1.3-2
libspatialite 5.0.1-3
libspectre 0.2.10-2
libspeechd 0.11.3-1
libspiro 1:20220722-1
libspnav 1.0-1
libsrtp 1:2.4.2-1
libssh 0.10.4-1
libssh2 1.10.0-1
libstaroffice 0.0.7-2
libstdc++5 3.3.6-9
libstemmer 2.2.0-2
libsynctex 2022.62885-1
libsysprof-capture 3.44.0-2
libtar 1.2.20-6
libtasn1 4.19.0-1
libteam 1.31-5
libtermkey 0.22-2
libtg_owt 0.git16.442d5bb593c0ae314960308d78f2016ad1f80c3e-1
libthai 0.1.29-1
libtheora 1.1.1-5
libtiff 4.4.0-4
libtiff4 3.9.7-5
libtirpc 1.3.3-1
libtommath 1.2.0-3
libtool 2.4.7-5
libtorrent-rasterbar 1:2.0.7-2
libudev0-shim 1-4
libunistring 1.0-1
libunrar 1:6.1.7-1
libunwind 1.6.2-1
libupnp 1.14.14-1
liburcu 0.13.2-1
liburing 2.2-1
libusb 1.0.26-1
libusb-compat 0.1.7-1
libusbmuxd 2.0.2-1
libutempter 1.2.1-3
libutf8proc 2.7.0-2
libuv 1.44.2-1
libva 2.16.0-1
libva-mesa-driver 22.2.1-1
libva-utils 2.15.0-1
libvdpau 1.5-1
libvdpau-va-gl 0.4.2-3
libverto 0.3.2-4
libvirt 1:8.8.0-1
libvirt-glib 4.0.0-2
libvirt-python 1:8.8.0-1
libvisio 0.1.7-7
libvisual 0.4.0-8
libvncserver 0.9.13-1
libvorbis 1.3.7-3
libvpx 1.12.0-1
libvpx1.3 1.3.0-3
libvterm 0.3-1
libvterm01 0.1.4-2
libwacom 2.5.0-1
libwebp 1.2.4-1
libwebsockets 4.3.2-2
libwmf 0.2.12-2
libwpd 0.10.3-3
libwpe 1.14.0-1
libwpg 0.3.3-3
libwps 0.4.12-1
libwrap 7.6.31-4
libwslay 1.1.1-4
libx11 1.8.1-3
libx86 1.1-8
libx86emu 3.5-2
libxau 1.0.10-1
libxaw 1.0.14-1
libxcb 1.15-1
libxcomposite 0.4.5-4
libxcrypt 4.4.28-2
libxcursor 1.2.1-1
libxcvt 0.1.2-1
libxdamage 1.1.5-4
libxdg-basedir 1.2.3-1
libxdmcp 1.1.3-4
libxext 1.3.4-4
libxfce4ui 4.16.1-1
libxfce4util 4.16.0-1
libxfixes 6.0.0-1
libxfont2 2.0.6-1
libxft 2.3.6-1
libxi 1.8-1
libxinerama 1.1.4-4
libxkbcommon 1.4.1-1
libxkbcommon-x11 1.4.1-1
libxkbfile 1.1.0-3
libxklavier 5.4-3
libxml2 2.10.2-2
libxmlb 0.3.9-1
libxmu 1.1.3-3
libxnvctrl 520.56.06-1
libxpm 3.5.13-3
libxpresent 1.0.0-2
libxrandr 1.5.2-4
libxrender 0.9.10-5
libxres 1.2.1-1
libxshmfence 1.3-3
libxslt 1.1.37-2
libxss 1.2.3-4
libxt 1.2.1-1
libxtst 1.2.4-1
libxv 1.0.11-5
libxvmc 1.0.13-1
libxxf86vm 1.1.5-1
libyaml 0.2.5-1
libyuv r2322+3aebf69d-1
libzen 0.4.39-1
libzip 1.9.2-1
libzmf 0.0.2-12
licenses 20220125-1
lightdm 1:1.32.0-4
lightdm-gtk-greeter 1:2.0.8-3
lightdm-gtk-greeter-settings 1.2.2-7
lightly-qt 0.4.1-1
lilv 0.24.20-1
links 2.28-1
linux-api-headers 5.18.15-1
linux-firmware 20220913.f09bebf-1
linux-firmware-whence 20220913.f09bebf-1
linux-lts 5.15.74-1
linux-lts-headers 5.15.74-1
linux-zen 6.0.2.zen1-1
linux-zen-headers 6.0.2.zen1-1
lirc 1:0.10.2-1
lld 14.0.6-1
lldb 14.0.6-1
llvm 14.0.6-3
llvm-libs 14.0.6-3
lm_sensors 1:3.6.0.r41.g31d1f125-1
lmdb 0.9.29-1
lmms 1.2.2-11
log4cplus 2.0.8-1
lokalize 22.08.2-1
lolcat 100.0.1-1
lpsolve 5.5.2.11-1
lrzsz 0.12.20-8
lsb-release 2.0.r48.3cf5103-1
lsd 0.23.1-1
lskat 22.08.2-1
lsof 4.96.3-1
lsp-plugins 1.2.3-1
lua 5.4.4-2
lua52 5.2.4-5
lua52-bitop 1.0.2-9
lua52-expat 1.5.0-1
lua52-lpeg 1.0.2-4
lua52-luajson 1.3.4-3
lua52-socket 1:3.1.0-1
lua53 5.3.6-1
lua53-lgi 0.9.2-7
luajit 2.1.0.beta3.r449.gdad04f17-1
luit 20220111-1
lunar-client 2.13.0-1
lutris-git 0.5.11.r131.g8543bdc8-1
lv2 1.18.10-1
lvm2 2.03.16-2
lxappearance 0.6.3-4
lz4 1:1.9.4-1
lzo 2.10-3
m17n-db 1.8.0-3
m17n-lib 1.8.0-12
m4 1.4.19-1
maeparser 1.3.0-2
mailcap 2.1.53-1
mailcommon 22.08.2-1
mailimporter 22.08.2-1
make 4.3-3
makedumpfile 1.7.1-1
mallard-ducktype 1.0.2-8
man-db 2.11.0-1
mangohud 0.6.8-2
mangohud-common 0.6.8-2
marble 22.08.2-1
marble-common 22.08.2-1
mariadb 10.9.3-1
mariadb-clients 10.9.3-1
mariadb-libs 10.9.3-1
marisa 0.2.6-9
markdownpart 22.08.2-1
mathjax 3.2.2-1
maven 3.8.6-1
mbedtls 2.28.1-1
mbox-importer 22.08.2-1
md4c 0.4.8-1
mdadm 4.2-2
media-player-info 24-2
mediainfo 22.09-1
mercurial 6.2.3-1
mesa 22.2.1-1
mesa-demos 8.5.0-2
mesa-utils 8.5.0-2
mesa-vdpau 22.2.1-1
meson 0.63.3-1
messagelib 22.08.2-1
metis 5.1.0.p10-2
microsoft-gsl 4.0.0-1
milou 5.26.0-1
mindustry 1:7.0_139-1
mindustry-server 1:7.0_139-1
minecraft-launcher 1:1.0.1221-1
minicom 2.8-1
miniupnpc 2.2.3-1
minizip 1:1.2.13-1
minuet 22.08.2-1
mixxx 2.3.3-2
mjpegtools 2.2.1-1
mkinitcpio 31-3
mkinitcpio-busybox 1.35.0-1
mlocate 0.26.git.20170220-7
mlt 7.8.0-2
mlt6 6.26.1-10
mobile-broadband-provider-info 20220725-1
modemmanager 1.18.12-1
modemmanager-qt 5.99.0-1
molequeue 0.9.0-2
mono 6.12.0.177-1
mono-msbuild 16.10.1.xamarinxplat.2021.05.26.14.00-3
movit 1.6.3-2
mpc 0.34-2
mpfr 4.1.0.p13-3
mpg123 1.30.2-1
mplayer 38359-1
mpv 1:0.34.1-5
msgpack-c 4.0.0-1
msr-tools 1.3-4
mtdev 1.1.6-2
mtools 1:4.0.41-1
mujs 1.3.0-1
multipath-tools 0.9.1-1
mypaint-brushes1 1.3.1-1
nano 6.4-1
nasm 2.15.05-1
ncompress 5.0-2
ncurses 6.3-3
ncurses5-compat-libs 6.3-1
ndctl 74-1
neofetch 7.1.0-2
neon 0.32.4-1
neovim 0.8.0-3
nerd-fonts-complete 2.2.2-1
net-snmp 5.9.1-4
net-tools 2.10-1
netbeans 14-1
netcdf 4.9.0-3
netpbm 10.73.37-2
netstandard-targeting-pack 6.0.10.sdk110-1
nettle 3.8.1-1
network-manager-applet 1.28.0-1
networkmanager 1.40.0-1
networkmanager-openvpn 1.10.0-1
networkmanager-qt 5.99.0-1
new-session-manager 1.6.1-1
nftables 1:1.0.5-1
nginx 1.22.0-2
nginx-src 1.22.0-2
nilfs-utils 2.2.9-1
nim 1.6.6-1
ninja 1.11.1-1
nm-connection-editor 1.28.0-1
nmap 7.92-1
node-gyp 9.2.0-1
nodejs 18.11.0-1
nodejs-nopt 6.0.0-1
nodemcu-pyflasher 5.0.0-1
noto-fonts 20220810-1
noto-fonts-cjk 20220126-1
noto-fonts-emoji 20220920-1
noto-fonts-emoji-blob 1:14.0.1-1
noto-fonts-extra 20220810-1
noto-fonts-sc 2:20210430-2
npm 8.19.2-1
npth 1.6-3
nspr 4.35-1
nss 3.83-1
ntfs-3g 2022.5.17-1
numactl 2.0.16-1
nvme-cli 2.1.2-1
oath-toolkit 2.6.7-1
obs-studio 28.0.3-2
ocaml 4.14.0-1
ocaml-compiler-libs 4.14.0-1
ocaml-csexp 1.5.1-5
ocaml-findlib 1.9.5-2
ocaml-pp 1.1.2-3
ocaml-result 1.5-7
ocl-icd 2.3.1-1
okteta 1:0.26.8-1
okular 22.08.2-1
onefetch 2.12.0-2
oniguruma 6.9.8-1
opam 2.1.3-1
openal 1.22.2-1
openbabel 3.1.1-5
opencc 1.1.4-1
opencl-headers 2:2022.05.18-1
opencl-mesa 22.2.1-1
opencollada 1:1.6.68-2
opencolorio 2.1.2-1
opencolorio1 1.1.1-3
opencore-amr 0.1.6-1
opencv 4.6.0-5
openexr 3.1.5-1
openimagedenoise 1.4.3-1
openimageio 2.3.19.0-4
openjpeg2 2.5.0-1
openldap 2.6.3-1
openmpi 4.1.4-4
openpmix 4.2.1-1
openresolv 3.12.0-1
openrgb 0.7-7
openscenegraph 3.6.5-14
openshadinglanguage 1.12.6.2-2
openssh 9.1p1-1
openssl 1.1.1.q-1
openssl-1.0 1.0.2.u-1
opensubdiv 3.5.0-1
openttd 12.2-3
openttd-opengfx 7.1-1
openttd-opensfx 1.0.3-1
openvdb 9.1.0-2
openvpn 2.5.7-1
openxr 1.0.25-1
optipng 0.7.7-2
opus 1.3.1-3
opusfile 0.12-2
orc 0.4.32-1
os-prober 1.81-1
osinfo-db 20220830-1
ossp 1.3.2+11+g9e94d67-3
ostree 2022.6-1
oxygen 5.26.0-1
oxygen-sounds 5.26.0-1
p11-kit 0.24.1-1
p7zip 1:17.04-3
package-query 1.12-1
packagekit 1.2.5-2
packagekit-qt5 1.0.2-1
pacman 6.0.1-8
pacman-contrib 1.7.1-1
pacman-mirrorlist 20221016-1
pacmanlogviewer 1.4.3-2
pahole 1:1.24-1
palapeli 22.08.2-1
pam 1.5.2-1
pambase 20211210-1
pamixer 1.6-2
pango 1:1.50.11-1
pangomm 2.46.3-1
paper 2.3-2
papirus-icon-theme 20220910-1
parley 22.08.2-1
parted 3.5-1
partitionmanager 22.08.2-1
paru 1.11.1-1
pastebinit 1.5.1-1
patch 2.7.6-8
patchelf 0.15.0-1
pavucontrol 1:5.0+r61+gee77d86-2
pciutils 3.8.0-2
pcre 8.45-3
pcre2 10.40-3
pcsclite 1.9.9-1
perf 5.19-1
perl 5.36.0-1
perl-algorithm-diff 1:1.201-3
perl-alien-build 2.71-1
perl-alien-libxml2 0.19-1
perl-autovivification 0.18-8
perl-b-hooks-endofscope 0.26-1
perl-business-isbn 3.007-1
perl-business-isbn-data 20210112.006-1
perl-business-ismn 1.202-1
perl-business-issn 1.005-1
perl-capture-tiny 0.48-6
perl-class-accessor 0.51-2
perl-class-data-inheritable 0.09-2
perl-class-factory-util 1.7-10
perl-class-inspector 1.36-5
perl-class-load 0.25-2
perl-class-method-modifiers 2.13-3
perl-class-singleton 1.6-1
perl-clone 0.45-4
perl-data-compare 1.27-2
perl-data-dump 1.25-3
perl-data-optlist 0.112-2
perl-data-uniqid 0.12-10
perl-datetime 1.58-1
perl-datetime-calendar-julian 0.107-1
perl-datetime-format-builder 1:0.83-3
perl-datetime-format-strptime 1.79-1
perl-datetime-locale 1.36-1
perl-datetime-timezone 2.55-1
perl-devel-globaldestruction 0.14-8
perl-devel-stacktrace 2.04-2
perl-dist-checkconflicts 0.11-8
perl-encode-locale 1.05-9
perl-error 0.17029-4
perl-eval-closure 0.14-8
perl-exception-class 1.45-2
perl-exporter-tiny 1.004004-2
perl-ffi-checklib 0.31-2
perl-file-chdir 0.1011-4
perl-file-find-rule 0.34-9
perl-file-listing 6.15-2
perl-file-sharedir 1.118-2
perl-file-sharedir-install 0.14-1
perl-file-slurp-tiny 0.004-8
perl-file-slurper 0.013-1
perl-file-which 1.27-2
perl-html-parser 3.79-1
perl-html-tagset 3.20-12
perl-http-cookies 6.10-3
perl-http-daemon 6.14-2
perl-http-date 6.05-5
perl-http-message 6.39-1
perl-http-negotiate 6.01-10
perl-import-into 1.002005-8
perl-inc-latest 0.500-9
perl-io-html 1.004-3
perl-io-socket-ssl 2.075-1
perl-io-string 1.08-12
perl-ipc-run3 0.048-10
perl-libwww 6.67-1
perl-lingua-translit 0.28-7
perl-list-allutils 0.19-1
perl-list-moreutils 0.430-3
perl-list-moreutils-xs 0.430-3
perl-list-someutils 0.58-1
perl-list-utilsby 0.12-1
perl-locale-gettext 1.07-12
perl-log-log4perl 1.56-1
perl-lwp-mediatypes 6.04-2
perl-lwp-protocol-https 6.10-4
perl-mailtools 2.21-6
perl-math-round 0.07-4
perl-mime-charset 1.013.1-1
perl-module-build 0.4231-7
perl-module-implementation 0.09-8
perl-module-runtime 0.016-2
perl-moo 2.005004-3
perl-mozilla-ca 20211001-1
perl-mro-compat 0.15-1
perl-namespace-autoclean 0.29-4
perl-namespace-clean 0.27-8
perl-net-http 6.22-2
perl-net-ssleay 1.92-1
perl-number-compare 0.03-12
perl-package-deprecationmanager 0.17-8
perl-package-stash 0.40-2
perl-package-stash-xs 0.30-1
perl-parallel-forkmanager 2.02-4
perl-params-util 1.102-3
perl-params-validate 1.30-3
perl-params-validationcompiler 0.30-5
perl-parse-recdescent 1.967015-2
perl-parse-yapp 1.21-5
perl-path-tiny 0.124-1
perl-perlio-utf8-strict 0.009-1
perl-regexp-common 2017060201-5
perl-role-tiny 2.002004-3
perl-sort-key 1.33-11
perl-specio 0.48-1
perl-sub-exporter 0.988-2
perl-sub-exporter-progressive 0.001013-8
perl-sub-identify 0.14-10
perl-sub-install 0.928-8
perl-sub-name 0.26-4
perl-sub-quote 1:2.006_007-2
perl-test-fatal 0.016-3
perl-text-bibtex 0.88-1
perl-text-csv 2.02-1
perl-text-glob 0.11-9
perl-text-roman 3.5-9
perl-tie-cycle 1.225-7
perl-timedate 2.33-4
perl-try-tiny 0.31-2
perl-unicode-linebreak 2019.001-5
perl-uri 5.15-1
perl-variable-magic 0.62-7
perl-www-robotrules 6.02-10
perl-xml-libxml 2.0208-1
perl-xml-libxml-simple 1.01-1
perl-xml-libxslt 2.002000-1
perl-xml-namespacesupport 1.12-4
perl-xml-parser 2.46-4
perl-xml-sax 1.02-1
perl-xml-sax-base 1.09-4
perl-xml-sax-expat 0.51-7
perl-xml-simple 2.25-7
perl-xml-writer 0.900-1
phodav 2.5-2
phonon-qt5 4.11.1-3
phonon-qt5-gstreamer 4.10.0-3
php 8.1.11-1
physfs 3.2.0-1
picmi 22.08.2-1
picom-git 1771_9.rc1.93.g8a373c3_2022.10.10-1
pim-data-exporter 22.08.2-1
pim-sieve-editor 22.08.2-1
pimcommon 22.08.2-1
pinentry 1.2.1-1
pipewire 1:0.3.59-2
pipewire-alsa 1:0.3.59-2
pipewire-audio 1:0.3.59-2
pipewire-jack 1:0.3.59-2
pipewire-pulse 1:0.3.59-2
pixman 0.40.0-2
pkcs11-helper 1.29.0-1
pkgconf 1.8.0-1
pkgfile 21-2
pkgstats 3.2.5-1
plasma-browser-integration 5.26.0-1
plasma-desktop 5.26.0-1
plasma-disks 5.26.0-1
plasma-firewall 5.26.0-1
plasma-framework 5.99.0-1
plasma-integration 5.26.0-1
plasma-meta 5.25-1
plasma-nm 5.26.0-1
plasma-pa 5.26.0-1
plasma-sdk 5.26.0-1
plasma-systemmonitor 5.26.0-1
plasma-thunderbolt 5.26.0-1
plasma-vault 5.26.0-1
plasma-wayland-session 5.26.0-1
plasma-workspace 5.26.0-1
plasma-workspace-wallpapers 5.26.0-1
playerctl 2.4.1-2
podofo 0.9.8-1
polkit 121-1
polkit-kde-agent 5.26.0-1
polkit-qt5 0.114.0-1
polymc 1.4.2-1
ponysay 3.0.3-4
poppler 22.10.0-1
poppler-data 0.4.11-1
poppler-glib 22.10.0-1
poppler-qt5 22.10.0-1
popt 1.18-3
portaudio 1:19.7.0-1
portmidi 236-1
portsmf 234-2
potrace 1.16-2
powerdevil 5.26.0-1
poxml 22.08.2-1
ppp 2.4.9-2
print-manager 22.08.2-1
prismatik 5.11.2-3
prison 5.99.0-1
procps-ng 3.3.17-1
progress 0.16-1
proj 9.0.1-1
protobuf 21.7-1
protobuf-c 1.4.1-1
proton 1:7.0.3-5
psmisc 23.5-1
psutils 2.09-1
ptex 2.4.2-1
pugixml 1.12.1-1
